Atlas_Orientation,ROI_ID,ROI_Name,ROI_Voxel_Count,Intersection_Voxel_Count,Overlap_Percent,Partially_Affected,Surgery_Affected
Original,64,rh.7Networks_DorsAttn_Post_5,12340,0,0,0,0
Original,65,rh.7Networks_DorsAttn_PrCv_1,16823,0,0,0,0
Original,66,rh.7Networks_DorsAttn_FEF_1,14875,0,0,0,0
Original,67,rh.7Networks_SalVentAttn_TempOccPar_1,8582,0,0,0,0
Original,68,rh.7Networks_SalVentAttn_TempOccPar_2,11818,0,0,0,0
Original,69,rh.7Networks_SalVentAttn_FrOperIns_1,18404,0,0,0,0
Original,70,rh.7Networks_SalVentAttn_Med_1,8103,0,0,0,0
Original,71,rh.7Networks_SalVentAttn_Med_2,15164,0,0,0,0
Original,72,rh.7Networks_Limbic_OFC_1,25296,0,0,0,0
Original,73,rh.7Networks_Limbic_TempPole_1,44288,0,0,0,0
Original,74,rh.7Networks_Cont_Par_1,9339,0,0,0,0
Original,75,rh.7Networks_Cont_Par_2,11648,0,0,0,0
Original,76,rh.7Networks_Cont_PFCl_1,24055,0,0,0,0
Original,77,rh.7Networks_Cont_PFCl_2,11739,0,0,0,0
Original,78,rh.7Networks_Cont_PFCl_3,13050,0,0,0,0
Original,79,rh.7Networks_Cont_PFCl_4,14187,0,0,0,0
Original,80,rh.7Networks_Cont_Cing_1,5552,0,0,0,0
Original,81,rh.7Networks_Cont_PFCmp_1,13823,0,0,0,0
Original,82,rh.7Networks_Cont_pCun_1,11438,0,0,0,0
Original,83,rh.7Networks_Default_Par_1,10694,0,0,0,0
Original,84,rh.7Networks_Default_Temp_1,24132,0,0,0,0
Original,85,rh.7Networks_Default_Temp_2,13720,0,0,0,0
Original,86,rh.7Networks_Default_Temp_3,14189,0,0,0,0
Original,87,rh.7Networks_Default_PFCv_1,10815,0,0,0,0
Original,88,rh.7Networks_Default_PFCv_2,13539,0,0,0,0
Original,89,rh.7Networks_Default_PFCdPFCm_1,20951,0,0,0,0
Original,90,rh.7Networks_Default_PFCdPFCm_2,28090,0,0,0,0
Original,91,rh.7Networks_Default_PFCdPFCm_3,13977,0,0,0,0
Original,92,rh.7Networks_Default_pCunPCC_1,6439,0,0,0,0
Original,93,rh.7Networks_Default_pCunPCC_2,11134,0,0,0,0
Original,94,lh.7Networks_Vis_1,8114,1242,15.3068770027114,0,1
Original,95,lh.7Networks_Vis_2,9563,0,0,0,0
Original,96,lh.7Networks_Vis_3,9375,0,0,0,0
Original,97,lh.7Networks_Vis_4,15140,0,0,0,0
Original,98,lh.7Networks_Vis_5,10530,0,0,0,0
Original,99,lh.7Networks_Vis_6,11888,0,0,0,0
Original,100,lh.7Networks_Vis_7,8620,0,0,0,0
Original,101,lh.7Networks_Vis_8,19821,0,0,0,0
Original,102,lh.7Networks_Vis_9,11443,0,0,0,0
Original,103,lh.7Networks_SomMot_1,14436,0,0,0,0
Original,104,lh.7Networks_SomMot_2,6957,0,0,0,0
Original,105,lh.7Networks_SomMot_3,10566,0,0,0,0
Original,106,lh.7Networks_SomMot_4,12798,0,0,0,0
Original,107,lh.7Networks_SomMot_5,21125,0,0,0,0
Original,108,lh.7Networks_SomMot_6,24002,0,0,0,0
Original,109,lh.7Networks_DorsAttn_Post_1,23594,6,0.0254301941171484,1,0
Original,110,lh.7Networks_DorsAttn_Post_2,7538,0,0,0,0
Original,111,lh.7Networks_DorsAttn_Post_3,16460,0,0,0,0
Original,112,lh.7Networks_DorsAttn_Post_4,5301,0,0,0,0
Original,113,lh.7Networks_DorsAttn_Post_5,6758,0,0,0,0
Original,114,lh.7Networks_DorsAttn_Post_6,9474,0,0,0,0
Original,115,lh.7Networks_DorsAttn_PrCv_1,13727,0,0,0,0
Original,116,lh.7Networks_DorsAttn_FEF_1,16208,0,0,0,0
Original,117,lh.7Networks_SalVentAttn_ParOper_1,11722,0,0,0,0
Original,118,lh.7Networks_SalVentAttn_FrOperIns_1,10191,805,7.89912668040428,0,1
Original,119,lh.7Networks_SalVentAttn_FrOperIns_2,10378,0,0,0,0
Original,120,lh.7Networks_SalVentAttn_PFCl_1,12068,0,0,0,0
Original,121,lh.7Networks_SalVentAttn_Med_1,16471,0,0,0,0
Original,122,lh.7Networks_SalVentAttn_Med_2,7269,0,0,0,0
Original,123,lh.7Networks_SalVentAttn_Med_3,10714,0,0,0,0
Original,124,lh.7Networks_Limbic_OFC_1,25173,163,0.647519167361856,1,0
Original,125,lh.7Networks_Limbic_TempPole_1,36882,18506,50.1762377311426,0,1
Original,126,lh.7Networks_Limbic_TempPole_2,21324,1741,8.16450947289439,0,1
Original,127,lh.7Networks_Cont_Par_1,10237,0,0,0,0
Original,128,lh.7Networks_Cont_PFCl_1,18535,0,0,0,0
Original,129,lh.7Networks_Cont_pCun_1,5550,0,0,0,0
Original,130,lh.7Networks_Cont_Cing_1,5453,0,0,0,0
Original,131,lh.7Networks_Default_Temp_1,25454,5266,20.6883004635814,0,1
Original,132,lh.7Networks_Default_Temp_2,11108,0,0,0,0
Original,133,lh.7Networks_Default_Par_1,10079,0,0,0,0
Original,134,lh.7Networks_Default_Par_2,29251,0,0,0,0
Original,135,lh.7Networks_Default_PFC_1,8501,121,1.42336195741677,1,0
Original,136,lh.7Networks_Default_PFC_2,23971,0,0,0,0
Original,137,lh.7Networks_Default_PFC_3,20223,0,0,0,0
Original,138,lh.7Networks_Default_PFC_4,20772,0,0,0,0
Original,139,lh.7Networks_Default_PFC_5,29929,0,0,0,0
Original,140,lh.7Networks_Default_PFC_6,10348,0,0,0,0
Original,141,lh.7Networks_Default_PFC_7,10910,0,0,0,0
Original,142,lh.7Networks_Default_pCunPCC_1,7104,0,0,0,0
Original,143,lh.7Networks_Default_pCunPCC_2,14881,0,0,0,0
Flipped_LR,1,Left-Thalamus-Proper,14568,0,0,0,0
Flipped_LR,2,Left-Caudate,10952,0,0,0,0
Flipped_LR,3,Left-Putamen,10191,0,0,0,0
Flipped_LR,4,Left-Pallidum,3579,0,0,0,0
Flipped_LR,5,Left-Hippocampus,8501,0,0,0,0
Flipped_LR,6,Left-Amygdala,3120,0,0,0,0
Flipped_LR,7,Left-Accumbens-area,1453,0,0,0,0
Flipped_LR,8,Left-VentralDC,10641,0,0,0,0
Flipped_LR,9,Right-Thalamus-Proper,14233,0,0,0,0
Flipped_LR,10,Right-Caudate,11642,0,0,0,0
Flipped_LR,11,Right-Putamen,10263,8,0.077949917178213,1,0
Flipped_LR,12,Right-Pallidum,3552,0,0,0,0
Flipped_LR,13,Right-Hippocampus,8931,2226,24.9244205576083,0,1
Flipped_LR,14,Right-Amygdala,3544,1240,34.9887133182844,0,1
Flipped_LR,15,Right-Accumbens-area,1334,0,0,0,0
Flipped_LR,16,Right-VentralDC,10712,120,1.12023898431665,1,0
Flipped_LR,44,rh.7Networks_Vis_1,14013,1816,12.9593948476415,0,1
Flipped_LR,45,rh.7Networks_Vis_2,14786,0,0,0,0
Flipped_LR,46,rh.7Networks_Vis_3,21982,0,0,0,0
Flipped_LR,47,rh.7Networks_Vis_4,21435,0,0,0,0
Flipped_LR,48,rh.7Networks_Vis_5,12408,0,0,0,0
Flipped_LR,49,rh.7Networks_Vis_6,13404,0,0,0,0
Flipped_LR,50,rh.7Networks_Vis_7,13026,0,0,0,0
Flipped_LR,51,rh.7Networks_Vis_8,15871,0,0,0,0
Flipped_LR,52,rh.7Networks_SomMot_1,15299,0,0,0,0
Flipped_LR,53,rh.7Networks_SomMot_2,6814,0,0,0,0
Flipped_LR,54,rh.7Networks_SomMot_3,8000,0,0,0,0
Flipped_LR,55,rh.7Networks_SomMot_4,9774,0,0,0,0
Flipped_LR,56,rh.7Networks_SomMot_5,4144,0,0,0,0
Flipped_LR,57,rh.7Networks_SomMot_6,14238,0,0,0,0
Flipped_LR,58,rh.7Networks_SomMot_7,5894,0,0,0,0
Flipped_LR,59,rh.7Networks_SomMot_8,21345,0,0,0,0
Flipped_LR,60,rh.7Networks_DorsAttn_Post_1,13226,0,0,0,0
Flipped_LR,61,rh.7Networks_DorsAttn_Post_2,7643,0,0,0,0
Flipped_LR,62,rh.7Networks_DorsAttn_Post_3,8588,0,0,0,0
Flipped_LR,63,rh.7Networks_DorsAttn_Post_4,15811,0,0,0,0
Flipped_LR,64,rh.7Networks_DorsAttn_Post_5,12340,0,0,0,0
Flipped_LR,65,rh.7Networks_DorsAttn_PrCv_1,16823,0,0,0,0
Flipped_LR,66,rh.7Networks_DorsAttn_FEF_1,14875,0,0,0,0
Flipped_LR,67,rh.7Networks_SalVentAttn_TempOccPar_1,8582,0,0,0,0
Flipped_LR,68,rh.7Networks_SalVentAttn_TempOccPar_2,11818,0,0,0,0
Flipped_LR,69,rh.7Networks_SalVentAttn_FrOperIns_1,18404,409,2.2223429689198,1,0
Flipped_LR,70,rh.7Networks_SalVentAttn_Med_1,8103,0,0,0,0
Flipped_LR,71,rh.7Networks_SalVentAttn_Med_2,15164,0,0,0,0
Flipped_LR,72,rh.7Networks_Limbic_OFC_1,25296,68,0.268817204301075,1,0
Flipped_LR,73,rh.7Networks_Limbic_TempPole_1,44288,19844,44.8067196531792,0,1
Flipped_LR,74,rh.7Networks_Cont_Par_1,9339,0,0,0,0
Flipped_LR,75,rh.7Networks_Cont_Par_2,11648,0,0,0,0
Flipped_LR,76,rh.7Networks_Cont_PFCl_1,24055,0,0,0,0
Flipped_LR,77,rh.7Networks_Cont_PFCl_2,11739,0,0,0,0
Flipped_LR,78,rh.7Networks_Cont_PFCl_3,13050,0,0,0,0
Flipped_LR,79,rh.7Networks_Cont_PFCl_4,14187,0,0,0,0
Flipped_LR,80,rh.7Networks_Cont_Cing_1,5552,0,0,0,0
Flipped_LR,81,rh.7Networks_Cont_PFCmp_1,13823,0,0,0,0
Flipped_LR,82,rh.7Networks_Cont_pCun_1,11438,0,0,0,0
Flipped_LR,83,rh.7Networks_Default_Par_1,10694,0,0,0,0
Flipped_LR,84,rh.7Networks_Default_Temp_1,24132,1457,6.03762638819824,0,1
Flipped_LR,85,rh.7Networks_Default_Temp_2,13720,3329,24.2638483965015,0,1
Flipped_LR,86,rh.7Networks_Default_Temp_3,14189,0,0,0,0
Flipped_LR,87,rh.7Networks_Default_PFCv_1,10815,61,0.564031437817846,1,0
Flipped_LR,88,rh.7Networks_Default_PFCv_2,13539,0,0,0,0
Flipped_LR,89,rh.7Networks_Default_PFCdPFCm_1,20951,0,0,0,0
Flipped_LR,90,rh.7Networks_Default_PFCdPFCm_2,28090,0,0,0,0
Flipped_LR,91,rh.7Networks_Default_PFCdPFCm_3,13977,0,0,0,0
Flipped_LR,92,rh.7Networks_Default_pCunPCC_1,6439,0,0,0,0
Flipped_LR,93,rh.7Networks_Default_pCunPCC_2,11134,0,0,0,0
Flipped_LR,94,lh.7Networks_Vis_1,8114,0,0,0,0
Flipped_LR,95,lh.7Networks_Vis_2,9563,0,0,0,0
Flipped_LR,96,lh.7Networks_Vis_3,9375,0,0,0,0
Flipped_LR,97,lh.7Networks_Vis_4,15140,0,0,0,0
Flipped_LR,98,lh.7Networks_Vis_5,10530,0,0,0,0
Flipped_LR,99,lh.7Networks_Vis_6,11888,0,0,0,0
Flipped_LR,100,lh.7Networks_Vis_7,8620,0,0,0,0
Flipped_LR,101,lh.7Networks_Vis_8,19821,0,0,0,0
Flipped_LR,102,lh.7Networks_Vis_9,11443,0,0,0,0
Flipped_LR,103,lh.7Networks_SomMot_1,14436,0,0,0,0
Flipped_LR,104,lh.7Networks_SomMot_2,6957,0,0,0,0
Flipped_LR,105,lh.7Networks_SomMot_3,10566,0,0,0,0
Flipped_LR,106,lh.7Networks_SomMot_4,12798,0,0,0,0
Flipped_LR,107,lh.7Networks_SomMot_5,21125,0,0,0,0
Flipped_LR,108,lh.7Networks_SomMot_6,24002,0,0,0,0
Flipped_LR,109,lh.7Networks_DorsAttn_Post_1,23594,0,0,0,0
Flipped_LR,110,lh.7Networks_DorsAttn_Post_2,7538,0,0,0,0
Flipped_LR,111,lh.7Networks_DorsAttn_Post_3,16460,0,0,0,0
Flipped_LR,112,lh.7Networks_DorsAttn_Post_4,5301,0,0,0,0
Flipped_LR,113,lh.7Networks_DorsAttn_Post_5,6758,0,0,0,0
Flipped_LR,114,lh.7Networks_DorsAttn_Post_6,9474,0,0,0,0
Flipped_LR,115,lh.7Networks_DorsAttn_PrCv_1,13727,0,0,0,0
Flipped_LR,116,lh.7Networks_DorsAttn_FEF_1,16208,0,0,0,0
Flipped_LR,117,lh.7Networks_SalVentAttn_ParOper_1,11722,0,0,0,0
Flipped_LR,118,lh.7Networks_SalVentAttn_FrOperIns_1,10191,0,0,0,0
Flipped_LR,119,lh.7Networks_SalVentAttn_FrOperIns_2,10378,0,0,0,0
Flipped_LR,120,lh.7Networks_SalVentAttn_PFCl_1,12068,0,0,0,0
Flipped_LR,121,lh.7Networks_SalVentAttn_Med_1,16471,0,0,0,0
Flipped_LR,122,lh.7Networks_SalVentAttn_Med_2,7269,0,0,0,0
Flipped_LR,123,lh.7Networks_SalVentAttn_Med_3,10714,0,0,0,0
Flipped_LR,124,lh.7Networks_Limbic_OFC_1,25173,0,0,0,0
Flipped_LR,125,lh.7Networks_Limbic_TempPole_1,36882,0,0,0,0
Flipped_LR,126,lh.7Networks_Limbic_TempPole_2,21324,0,0,0,0
Flipped_LR,127,lh.7Networks_Cont_Par_1,10237,0,0,0,0
Flipped_LR,128,lh.7Networks_Cont_PFCl_1,18535,0,0,0,0
Flipped_LR,129,lh.7Networks_Cont_pCun_1,5550,0,0,0,0
Flipped_LR,130,lh.7Networks_Cont_Cing_1,5453,0,0,0,0
Flipped_LR,131,lh.7Networks_Default_Temp_1,25454,0,0,0,0
Flipped_LR,132,lh.7Networks_Default_Temp_2,11108,0,0,0,0
Flipped_LR,133,lh.7Networks_Default_Par_1,10079,0,0,0,0
Flipped_LR,134,lh.7Networks_Default_Par_2,29251,0,0,0,0
Flipped_LR,135,lh.7Networks_Default_PFC_1,8501,0,0,0,0
Flipped_LR,136,lh.7Networks_Default_PFC_2,23971,0,0,0,0
Flipped_LR,137,lh.7Networks_Default_PFC_3,20223,0,0,0,0
Flipped_LR,138,lh.7Networks_Default_PFC_4,20772,0,0,0,0
Flipped_LR,139,lh.7Networks_Default_PFC_5,29929,0,0,0,0
Flipped_LR,140,lh.7Networks_Default_PFC_6,10348,0,0,0,0
Flipped_LR,141,lh.7Networks_Default_PFC_7,10910,0,0,0,0
Flipped_LR,142,lh.7Networks_Default_pCunPCC_1,7104,0,0,0,0
Flipped_LR,143,lh.7Networks_Default_pCunPCC_2,14881,0,0,0,0
